1uM,,250nM,,500nM,,750nM,,100nM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
314,0.0104609914161743,314,-0.0123675431103765,314,0.00981588638047338,314,-0.00806018177115261,314,0.0335917599561319
313,0.0102444540436739,313,-0.0124039217936518,313,0.00952491449004534,313,-0.00808828429397785,313,0.033933631351527
312,0.010142744200683,312,-0.0124364738548836,312,0.00944001274916546,312,-0.0081548490185894,312,0.0343212375203338
311,0.0100484493451906,311,-0.0123731787351916,311,0.00928287323417539,311,-0.00818223413772196,311,0.034725397193278
310,0.00997231834027336,310,-0.0124292290940722,310,0.00919362976521986,310,-0.00826178852896146,310,0.0352551577968015
309,0.00960361356778784,309,-0.0127012774665473,309,0.00894675228460112,309,-0.00848264574673128,309,0.0355762016135798
308,0.00967258621998423,308,-0.0123688010686842,308,0.00895095384288798,308,-0.00842329093202922,308,0.0361546004497081
307,0.00976190170003647,307,-0.0120180418291947,307,0.00900359567841532,307,-0.00828500184669434,307,0.0368433686210004
306,0.00950284743659656,306,-0.0120321924539249,306,0.00871248064826649,306,-0.00836885406487094,306,0.0372238234204234
305,0.00958752328921918,305,-0.0116910894274722,305,0.00874224632047424,305,-0.00822394358926256,305,0.0378159161596129
304,0.00972645390955654,304,-0.0112394501583936,304,0.00892331414868565,304,-0.00804859466809158,304,0.0385288807154082
303,0.00970506485759751,303,-0.0110117128633169,303,0.008879057307584,303,-0.00802414893219136,303,0.0392670738495609
302,0.00970307954110241,302,-0.0107776442649666,302,0.0088751470692145,302,-0.00807430948732528,302,0.0397132193195581
301,0.00975652742772849,301,-0.0102416793705461,301,0.00880656509871435,301,-0.0078396688569545,301,0.0402946300928535
300,0.00976081625051614,300,-0.00994354508577805,300,0.00882973275799894,300,-0.00777447970046925,300,0.0409944387506624
299,0.00966983345608278,299,-0.00958124952023885,299,0.00872478812338429,299,-0.00766279129001562,299,0.0414860788302347
298,0.0095758529174002,298,-0.00932117425086057,298,0.00861334688419837,298,-0.00758134643145102,298,0.0419624231678643
297,0.00953023297636549,297,-0.00892194403915088,297,0.008473452032422,297,-0.00745067717585805,297,0.0425120819799088
296,0.00962804123212782,296,-0.00867700264052248,296,0.00854826469630434,296,-0.00736226995159541,296,0.0432291155194997
295,0.00952401485203359,295,-0.00863219000173064,295,0.00851119993092788,295,-0.0073842080228209,295,0.0439245932686247
294,0.00957640864228037,294,-0.00833655434004846,294,0.00846152121123466,294,-0.00718188783386333,294,0.0445703847797412
293,0.00972785694111709,293,-0.0082867796207529,293,0.0085930951135536,293,-0.00707356146762821,293,0.0454561214096169
292,0.00959453624852897,292,-0.00810881373984847,292,0.00839815081669065,292,-0.006918027439948,292,0.0461038218040372
291,0.009546030058565,291,-0.00791511741052336,291,0.00832112112745768,291,-0.00671870148257569,291,0.0467171477276835
290,0.00944310797140706,290,-0.0077726489744776,290,0.00816391107431063,290,-0.00653014698754047,290,0.0473727954644932
289,0.00940337440126342,289,-0.00784993957900222,289,0.00817227272016105,289,-0.0065108688221015,289,0.04832592333789
288,0.00959300132699957,288,-0.00765836588437511,288,0.00832273072083436,288,-0.00625348965211116,288,0.0495314595095763
287,0.00946948439263356,287,-0.00764117250119889,287,0.00816573110339102,287,-0.00619377833671983,287,0.0504045899503627
286,0.00950829794744555,286,-0.00732434654211522,286,0.00819472071077611,286,-0.00588345353855583,286,0.0514785426563821
285,0.00935219170416534,285,-0.00737988157677657,285,0.00806287186060819,285,-0.00580892827656014,285,0.0525940750397424
284,0.00943509218485778,284,-0.00738710926249703,284,0.0081067818649336,284,-0.00567154148653938,284,0.0540049901625874
283,0.00976838797932229,283,-0.00715235158865863,283,0.00835996412772786,283,-0.00537863840902031,283,0.0554281210224604
282,0.00963354624760183,282,-0.00708329004534275,282,0.00819429864619576,282,-0.00523103856545101,282,0.0563892972304023
281,0.00966948936182193,281,-0.00700530249035079,281,0.0083465059014349,281,-0.00498774224758209,281,0.0577242945983368
280,0.00978366421164646,280,-0.00690630791307099,280,0.0083963562046321,280,-0.00475869917289499,280,0.0589443219818208
279,0.00955949904644866,279,-0.00709464826608888,279,0.00819358641314654,279,-0.0047580846794349,279,0.0599869014340645
278,0.0100385944757019,278,-0.00659786878518404,278,0.00856941203737488,278,-0.00417776852167958,278,0.0613667101556823
277,0.00973431623922253,277,-0.00678241826898032,277,0.00836540031385529,277,-0.00416900018661706,277,0.0623601100235931
276,0.00992255166475732,276,-0.0065059726438176,276,0.00838577342256344,276,-0.00374914362685352,276,0.0634298640466315
275,0.0099514733813552,275,-0.00641058815945706,275,0.00844684569489218,275,-0.00345884417673639,275,0.0646086716998645
274,0.0101835789802479,274,-0.00636375538140628,274,0.00868139658267333,274,-0.00312851712157665,274,0.0659091658632284
273,0.010371850202146,273,-0.00633360219496385,273,0.00884251908782374,273,-0.00282525212521619,273,0.0669137474490472
272,0.0103108512486324,272,-0.00652071201349251,272,0.00877874969012131,272,-0.00270806457618839,272,0.0677094684853214
271,0.0102068202155835,271,-0.00658404990846122,271,0.00868327159919206,271,-0.00255502497397234,271,0.0683556771252879
270,0.010611528347882,270,-0.00651658096033502,270,0.00900790350060863,270,-0.00217528066938861,270,0.0693158040872001
269,0.0107444717585632,269,-0.00671192146623587,269,0.00902415732493506,269,-0.00199845112770276,269,0.0699815307460501
268,0.0112101874069725,268,-0.00660582336352394,268,0.00941972239410327,268,-0.00163570469411572,268,0.0707244026547623
267,0.0112480411120209,267,-0.00670947451705188,267,0.00936822036522817,267,-0.0015018925337172,267,0.0709994894834567
266,0.0114542091264252,266,-0.00666241904169263,266,0.00944858418787479,266,-0.00124364336174832,266,0.0712968047224496
265,0.0120866889506566,265,-0.00649378296018654,265,0.0099727686236148,265,-0.00088186733667673,265,0.0718817525882718
264,0.0124522874698274,264,-0.00639400850505198,264,0.0102262197816828,264,-0.000707456476749019,264,0.0721674768236856
263,0.0128186472607685,263,-0.00617887474530018,263,0.0103533454856507,263,-0.000455354241395669,263,0.0721550062675981
262,0.0133761216618385,262,-0.00576908087476338,262,0.0106771062015998,262,-0.00018007722852824,262,0.072233747942899
261,0.0136272668741702,261,-0.00534243352733117,261,0.010637763606693,261,3.46109187609649E-05,261,0.0718267437623039
260,0.0135760113087279,260,-0.00509945546158202,260,0.0104390623594094,260,0.000162257670411912,260,0.0713097082376931
259,0.0142376969363566,259,-0.00452277219555033,259,0.0109196605075259,259,0.000382789144263587,259,0.0712683756351046
258,0.0151157261344802,258,-0.00364067628507161,258,0.0115706088015594,258,0.00065883142246693,258,0.0713826523378644
257,0.0158729216294974,257,-0.00258245668386227,257,0.0119897890498677,257,0.000873493829891288,257,0.0712167077883484
256,0.0167440698774814,256,-0.00117255144012823,256,0.012536208192739,256,0.00126795774899447,256,0.0710846075749077
255,0.0173950837574275,255,0.00011813373895102,255,0.0129331464340775,255,0.00136509116159192,255,0.0708833326474158
254,0.0186892907043042,254,0.00244678742653023,254,0.0137196436624416,254,0.00200521918204672,254,0.0706625039485093
253,0.0192661820889275,253,0.00426511246286269,253,0.0139282181808624,253,0.00237536088928386,253,0.0701529669911078
252,0.020011219131535,252,0.00607488564521283,252,0.0143201441474694,252,0.00271380387631232,252,0.0698969934266408
251,0.0215604669799647,251,0.00848226838078747,251,0.0153378977440674,251,0.00329235558308101,251,0.0699391383929872
250,0.0233209962010329,250,0.0108727578799024,250,0.0164333920087024,250,0.00391375681007731,250,0.0700574763186203
249,0.0250193105167191,249,0.0130858234008089,249,0.0173808576426409,249,0.00475098756521319,249,0.0700355459368953
248,0.0263905225713923,248,0.0145343874540564,248,0.01805384809941,248,0.00528281388748888,248,0.0699592696831594
247,0.0278485394207484,247,0.0160552953471192,247,0.0187553430025757,247,0.00609614915500932,247,0.0698968109897896
246,0.030428641676431,246,0.0176575152063499,246,0.0204395525085723,246,0.00716057526950823,246,0.0706737742174197
245,0.0347354919849489,245,0.0197258529156173,245,0.0233601389365348,245,0.00868448640294812,245,0.0724939782247112
244,0.0384366169616174,244,0.0215664517925578,244,0.0256479261395384,244,0.0102321034279087,244,0.0739514249035925
243,0.0417477242794043,243,0.0235266100810319,243,0.0276447318322569,243,0.0118179985700263,243,0.0752173523328727
242,0.0449953117753637,242,0.0251602500442951,242,0.0296094120523718,242,0.0131839554863611,242,0.0766980663967522
241,0.049991940195428,241,0.0277776401759926,241,0.0329110852858353,241,0.0152695478299553,241,0.0793462642021873
240,0.0561693221260156,240,0.0310190427772037,240,0.0370204179306495,240,0.0178579021316024,240,0.0829782555829802
239,0.062722263917458,239,0.0346745903043787,239,0.0413634298222121,239,0.0205896531936857,239,0.0869302524531972
238,0.0693373033825904,238,0.0383721966914954,238,0.0456009776873496,238,0.0233611496470493,238,0.0911518333334768
237,0.0761330339432137,237,0.0422730007580494,237,0.0499776507848961,237,0.0263410114586256,237,0.0958300611439168
236,0.0834505882162794,236,0.0467464645688677,236,0.0548075466088783,236,0.0297303934409174,236,0.101327837940183
235,0.0907335116558586,235,0.0511681869764598,235,0.0595306690372766,235,0.0330839125345862,235,0.107478902493886
234,0.0977567525273697,234,0.0555193599030986,234,0.0641406593461466,234,0.0365321713057481,234,0.114388617229671
233,0.106176424400824,233,0.060422074103098,233,0.0699141124255049,233,0.0405900614338929,233,0.124139251371982
232,0.113511067350478,232,0.0649583663248249,232,0.0749370592916759,232,0.0444489263997529,232,0.133762419767056
231,0.11978322214301,231,0.0690306443619274,231,0.0794078591549971,231,0.0481169342111031,231,0.144117757601202
230,0.125101952418502,230,0.0723848826953313,230,0.0835207686547773,230,0.0515226099909354,230,0.155304902938407
229,0.12847788965581,229,0.0751164641565112,229,0.0861528481730968,229,0.0542732046207799,229,0.163842823362182
228,0.13211780386519,228,0.0776203761651903,228,0.0895362457910245,228,0.0575167040486097,228,0.176195553200981
227,0.135392427054727,227,0.0796405506016949,227,0.0932571116174984,227,0.0609951984698271,227,0.192029107798834
226,0.136959732109689,226,0.0806797473574758,226,0.0961155490552227,226,0.0640041844500586,226,0.20805231139689
225,0.137071909344592,225,0.0808136142353252,225,0.0983495787443374,225,0.0668626554406052,225,0.225700031161068
224,0.135611721795586,224,0.0801153043411921,224,0.100005454335162,224,0.0696324493062807,224,0.244843375054624
223,0.132783056323448,223,0.0784831451398981,223,0.100907963707807,223,0.072135842655096,223,0.26464611080822
222,0.128940344874547,222,0.0762232675746372,222,0.101542031764621,222,0.0744555464038815,222,0.285369002496803
221,0.123903290686817,221,0.0727848194243208,221,0.101741705436805,221,0.0763790071029833,221,0.307517526775431
220,0.118319587952826,220,0.0692730819514518,220,0.101908541282521,220,0.0786719949818775,220,0.331834150679055
219,0.111789965329603,219,0.0651327328330892,219,0.101678234323685,219,0.0807288748885939,219,0.356977569563146
218,0.105184049572267,218,0.0610111062223014,218,0.101631651120639,218,0.0832738853916589,218,0.384721886473426
217,0.0983186408019996,217,0.0567850318827268,217,0.101415549489229,217,0.0856846321201364,217,0.412653068772479
216,0.091898357212155,216,0.0529098669150509,216,0.101879639860646,216,0.0885385054955282,216,0.441163319399485
215,0.0857714163609152,215,0.0491816720084746,215,0.10291605533828,215,0.0916854452300383,215,0.471128641439273
214,0.0804700203504192,214,0.0459696174677057,214,0.104502133510249,214,0.0952126842453066,214,0.5005531872695
213,0.0762887102540627,213,0.0438699782112958,213,0.106986802972147,213,0.0994357177706577,213,0.529925052622339
212,0.0727711986299879,212,0.042125028713009,212,0.110169056647522,212,0.104036911285836,212,0.559442313513751
211,0.0703656833605122,211,0.0414106969884874,211,0.11455081325745,211,0.109516314092235,211,0.590502373245314
210,0.0691696492390966,210,0.0416746904238231,210,0.120171537031744,210,0.115830050785077,210,0.620606104116983
209,0.0695475545592839,209,0.042953344949467,209,0.126696356146695,209,0.122191245883937,209,0.648289795143998
208,0.0713394213358023,208,0.0459213623957365,208,0.135350108596831,208,0.130426609383082,208,0.678248983339057
207,0.074041789607,207,0.0497600567660943,207,0.144716801869855,207,0.139081914048731,207,0.706290487202191
206,0.0785123916382792,206,0.0549050881487469,206,0.155129231680368,206,0.148300988023545,206,0.731637850150872
205,0.0843390487846125,205,0.0613358529889873,205,0.167377694148456,205,0.158846282354677,205,0.759220715253833
204,0.0917290552249228,204,0.068538809129979,204,0.18068861251092,204,0.169972667410063,204,0.785494525583507
203,0.100036317132,203,0.0758299861928489,203,0.194357664002458,203,0.181361862623311,203,0.810753021518469
202,0.109289262686173,202,0.083601221874813,202,0.208793496146062,202,0.193489872470559,202,0.836819050907325
201,0.120136274081664,201,0.0918541545206799,201,0.224272282215799,201,0.206906529701709,201,0.866140847271391
200,0.132020545533629,200,0.100451564883151,200,0.241296868303726,200,0.221821337241047,200,0.899223936360705
